SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
104593,0,Revolving loans,F,N,N,0,135000,180000,9000,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-14547,-2533,-645,-4476,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,8,0,0,0,0,0,0,Business Entity Type 2,,0.271274351,0.524496446,0.0722,0.0404,0.9811,0.7416,0.009,0,0.1379,0.1667,0.2083,0.0536,0.058,0.0647,0.0039,0.0059,0.0735,0.0419,0.9811,0.7517,0.0091,0,0.1379,0.1667,0.2083,0.0548,0.0634,0.0674,0.0039,0.0062,0.0729,0.0404,0.9811,0.7451,0.0091,0,0.1379,0.1667,0.2083,0.0545,0.059,0.0659,0.0039,0.006,reg oper account,block of flats,0.0643,"Stone, brick",No,,,,,-1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104594,0,Revolving loans,F,Y,Y,1,225000,225000,11250,225000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-13669,-967,-1301,-3391,8,1,1,0,1,0,0,Accountants,3,2,2,MONDAY,12,0,0,0,1,1,0,Construction,0.846160536,0.558410169,0.160488931,0.0577,0.055,0.9801,,,0,0.1379,0.1667,,0.017,,0.0528,,0.0252,0.0588,0.0571,0.9801,,,0,0.1379,0.1667,,0.0174,,0.055,,0.0267,0.0583,0.055,0.9801,,,0,0.1379,0.1667,,0.0173,,0.0538,,0.0258,reg oper account,block of flats,0.0683,"Stone, brick",No,1,0,1,0,-183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104595,0,Cash loans,F,N,N,0,112500,225000,22383,225000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018209,-22592,365243,-5850,-2556,,1,0,0,1,0,0,,1,3,3,SUNDAY,12,0,0,0,0,0,0,XNA,,0.528410041,0.631354537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,-1072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104596,0,Cash loans,F,N,Y,2,270000,640080,31261.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001276,-12524,-4301,-1377,-3960,,1,1,0,1,0,0,Managers,4,2,2,TUESDAY,5,0,0,0,0,0,0,Business Entity Type 3,,0.576325293,0.329655054,0.0619,0.0746,0.9806,0.7348,0,0,0.1034,0.1667,0.0417,0.0622,0,0.0579,0,0.0443,0.042,0.077,0.9806,0.7452,0,0,0.069,0.1667,0.0417,0.0424,0,0.0537,0,0.0318,0.0625,0.0746,0.9806,0.7383,0,0,0.1034,0.1667,0.0417,0.0632,0,0.0589,0,0.0453,reg oper spec account,block of flats,0.0504,Panel,No,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104597,0,Cash loans,M,N,N,0,96750,312768,11718,270000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-22808,365243,-9155,-4397,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,4,0,0,0,0,0,0,XNA,,0.315903626,0.684827659,0.1856,0.1266,0.9876,0.83,0.0423,0.24,0.2069,0.375,0.4167,0.2693,0.1513,0.2313,0,0.0579,0.1891,0.1313,0.9876,0.8367,0.0426,0.2417,0.2069,0.375,0.4167,0.2754,0.1653,0.241,0,0.0613,0.1874,0.1266,0.9876,0.8323,0.0425,0.24,0.2069,0.375,0.4167,0.274,0.1539,0.2355,0,0.0591,reg oper account,block of flats,0.2176,Panel,No,5,0,5,0,-519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104598,0,Cash loans,F,N,N,0,180000,417024,15453,360000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-15304,-3540,-6798,-5013,,1,1,0,1,0,0,Private service staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,,0.646623627,0.258084204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,-1314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
104599,0,Cash loans,F,N,N,0,135000,522000,17095.5,522000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.01452,-23248,365243,-7875,-4359,,1,0,0,1,1,0,,1,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.268460746,,,,0.9776,0.694,,0,0.2069,0.1667,0.2083,0.1073,,0.1104,,0.0241,,,0.9777,0.706,,0,0.2069,0.1667,0.2083,0.1098,,0.1085,,0,,,0.9776,0.6981,,0,0.2069,0.1667,0.2083,0.1092,,0.1124,,0.0246,,block of flats,0.0917,Panel,No,0,0,0,0,-2207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
104600,0,Revolving loans,F,N,Y,2,135000,270000,13500,270000,Unaccompanied,Unemployed,Secondary / secondary special,Widow,House / apartment,0.018029,-15947,365243,-4219,-4212,,1,0,0,1,0,0,,3,3,2,MONDAY,11,0,0,0,0,0,0,XNA,0.106760685,0.617055928,0.420610964,0.0412,0.0387,0.9786,0.7076,0.0161,0,0.069,0.1667,0.2083,0.0349,0.0319,0.0316,0.0077,0.0071,0.042,0.0402,0.9786,0.719,0.0162,0,0.069,0.1667,0.2083,0.0357,0.0349,0.0329,0.0078,0.0075,0.0416,0.0387,0.9786,0.7115,0.0162,0,0.069,0.1667,0.2083,0.0355,0.0325,0.0321,0.0078,0.0072,reg oper account,block of flats,0.0351,Panel,No,2,0,2,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
104601,0,Cash loans,M,N,N,0,225000,1575000,43443,1575000,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.003541,-16957,-1718,-170,-488,,1,1,0,1,1,0,Drivers,1,1,1,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.499505597,0.608453035,,0.0804,0,0.9935,0.9116,0,0,0.069,0.1667,0.2083,0,0.0656,0.0643,0,0.123,0.0819,0,0.9935,0.9151,0,0,0.069,0.1667,0.2083,0,0.0716,0.067,0,0.1302,0.0812,0,0.9935,0.9128,0,0,0.069,0.1667,0.2083,0,0.0667,0.0654,0,0.1256,reg oper account,block of flats,0.0645,Panel,No,0,0,0,0,-1100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104603,0,Cash loans,F,N,Y,0,202500,592560,35937,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.032561,-11852,-2431,-5740,-3193,,1,1,0,1,0,0,Core staff,1,1,1,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.780703675,0.647836895,0.353987608,0.1902,0.1133,0.9851,0.796,,0.18,0.1379,0.4792,,0.0829,,0.1892,,,0.1145,0.0521,0.9851,0.804,,0.0806,0.0345,0.3333,,0.0848,,0.1133,,,0.192,0.1133,0.9851,0.7987,,0.18,0.1379,0.4792,,0.0843,,0.1926,,,reg oper account,block of flats,0.2127,"Stone, brick",No,0,0,0,0,-2139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
104604,0,Revolving loans,F,N,Y,0,67500,247500,12375,247500,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.010276,-21537,365243,-1570,-4835,,1,0,0,1,0,0,,1,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.555177761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104605,0,Cash loans,F,N,Y,0,121500,509602.5,21721.5,387000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-22645,365243,-11458,-5600,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.648295743,0.76102637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
104606,0,Cash loans,F,N,Y,0,144000,310500,15853.5,310500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0105,-23503,365243,-8106,-4600,,1,0,0,1,0,0,,1,3,3,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.585481876,,0.1979,0.181,0.9881,0.8368,0.0229,0.16,0.1379,0.3333,0.0417,0.0638,0.1345,0.104,0.1236,0.0741,0.2017,0.1878,0.9881,0.8432,0.0231,0.1611,0.1379,0.3333,0.0417,0.0653,0.1469,0.1083,0.1245,0.0785,0.1999,0.181,0.9881,0.839,0.023,0.16,0.1379,0.3333,0.0417,0.0649,0.1368,0.1059,0.1242,0.0757,reg oper account,block of flats,0.158,"Stone, brick",No,0,0,0,0,-1526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104607,0,Cash loans,F,Y,Y,0,202500,755190,36459,675000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.006852,-12733,-2458,-1233,-5334,19,1,1,0,1,0,0,Realty agents,2,3,3,FRIDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.258179313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104608,0,Cash loans,M,N,Y,0,81000,555273,18040.5,463500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006629,-23631,365243,-6759,-3872,,1,0,0,1,0,0,,1,2,2,SATURDAY,6,0,0,0,0,0,0,XNA,,0.531934227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104609,0,Cash loans,F,N,N,0,90000,562500,16578,562500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-19435,-3014,-7599,-2334,,1,1,0,1,1,0,,1,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,0.741735219,0.622384548,0.248535557,0.0443,0.0533,0.9806,0.7348,0.0093,0,0.1034,0.1042,0.1458,0.0275,0.0361,0.0458,0.0019,0.0036,0.0126,0,0.9717,0.6276,0.0023,0,0.069,0.0417,0.0833,0.0281,0.011,0.0134,0,0,0.0448,0.0533,0.9806,0.7383,0.0094,0,0.1034,0.1042,0.1458,0.0279,0.0368,0.0466,0.0019,0.0037,reg oper account,block of flats,0.0636,"Stone, brick",No,0,0,0,0,-225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
104612,0,Cash loans,F,N,N,0,135000,472500,48546,454500,Unaccompanied,Working,Higher education,Married,House / apartment,0.009334,-10343,-2030,-10343,-1836,,1,1,1,1,1,0,,2,2,2,FRIDAY,18,0,0,0,0,1,1,Construction,,0.634576659,0.6577838,,0.0029,0.9752,0.66,0.0069,0,0.1379,0.125,0.1667,0.0226,0.0538,0.0553,0,0,,0.003,0.9752,0.6733,0.007,0,0.1379,0.125,0.1667,0.0231,0.0588,0.0576,0,0,,0.0029,0.9752,0.6645,0.0069,0,0.1379,0.125,0.1667,0.023,0.0547,0.0562,0,0,reg oper account,block of flats,0.0472,Panel,No,0,0,0,0,-918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
104613,0,Cash loans,F,N,Y,0,67500,808650,26217,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-23272,365243,-528,-2470,,1,0,0,1,0,0,,2,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.699828175,0.72239289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
104614,0,Cash loans,M,Y,Y,0,540000,835380,42781.5,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-14159,-5015,-1962,-4289,7,1,1,0,1,0,0,Managers,2,2,2,WEDNESDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.552124976,0.565069503,0.438281374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
104615,0,Cash loans,F,N,Y,0,72000,364896,17554.5,315000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010643,-20927,365243,-3004,-4430,,1,0,0,1,0,0,,2,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.619270236,0.824594971,,,0.9945,,,,,0.2083,,,,,,,,,0.9945,,,,,0.2083,,,,,,,,,0.9945,,,,,0.2083,,,,,,,,block of flats,0.0865,,No,0,0,0,0,-907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104616,0,Cash loans,M,Y,N,1,157500,278613,27684,252000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-15355,-167,-6008,-4350,10,1,1,0,1,0,0,High skill tech staff,3,3,3,FRIDAY,14,0,0,0,1,1,0,Transport: type 4,,0.486960828,0.493862882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104617,0,Cash loans,M,Y,Y,1,360000,790830,62613,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-10870,-1094,-1142,-3530,7,1,1,0,1,0,0,,3,2,2,THURSDAY,16,0,0,0,0,0,0,Other,,0.541167141,0.236610824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
104619,0,Cash loans,F,N,Y,1,135000,810000,31653,810000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-16943,-1093,-5212,-475,,1,1,0,1,0,0,Sales staff,3,2,2,WEDNESDAY,13,0,0,0,0,0,0,Trade: type 7,,0.494786654,0.75574005,0.099,,0.9896,,,0.08,0.0345,0.5417,,,,0.0969,,0.0031,0.1008,,0.9896,,,0.0806,0.0345,0.5417,,,,0.101,,0.0033,0.0999,,0.9896,,,0.08,0.0345,0.5417,,,,0.0987,,0.0032,,block of flats,0.0762,"Stone, brick",No,5,0,5,0,-529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104621,0,Cash loans,M,N,Y,0,157500,675000,26901,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18521,-2968,-2125,-2068,,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,10,0,0,0,0,1,1,Other,,0.68055893,0.579727423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104623,0,Cash loans,M,N,Y,2,292500,405000,32472,405000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-13006,-3651,-6957,-4078,,1,1,0,1,0,0,,4,2,2,TUESDAY,12,0,0,0,0,0,0,Insurance,,0.275182413,,0.1814,0.1151,0.9791,0.7144,0.0266,0.2,0.1724,0.3333,0.375,0.0791,0.1446,0.1674,0.0154,0.0441,0.1849,0.1194,0.9791,0.7256,0.0269,0.2014,0.1724,0.3333,0.375,0.0809,0.1579,0.1744,0.0156,0.0467,0.1832,0.1151,0.9791,0.7182,0.0268,0.2,0.1724,0.3333,0.375,0.0805,0.1471,0.1704,0.0155,0.0451,reg oper account,block of flats,0.1558,"Stone, brick",No,0,0,0,0,-301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
104626,0,Cash loans,F,N,Y,0,270000,1321902,38781,1035000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16693,-6678,-11368,-242,,1,1,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,Postal,,0.532473205,0.401407414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104627,0,Cash loans,F,N,N,1,157500,364896,17685,315000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006,-14854,-7249,-3556,-5089,,1,1,1,1,1,0,Core staff,3,2,2,TUESDAY,13,0,0,0,0,0,0,Culture,0.532173902,0.224772217,0.232724776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104628,0,Cash loans,F,Y,N,0,58500,550980,40221,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-19606,-922,-4482,-2288,16,1,1,0,1,0,0,,2,3,3,THURSDAY,7,0,0,0,0,0,0,Self-employed,0.571730005,0.303344941,0.479448981,0.0165,,0.9821,,,0,0.069,0.0417,,,,0.0095,,0.0178,0.0168,,0.9821,,,0,0.069,0.0417,,,,0.0099,,0.0188,0.0167,,0.9821,,,0,0.069,0.0417,,,,0.0097,,0.0182,,block of flats,0.0114,"Stone, brick",No,2,0,2,0,-1702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
104629,0,Cash loans,M,Y,Y,2,360000,900000,46084.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-13465,-839,-2463,-4264,9,1,1,0,1,1,0,Managers,4,2,2,FRIDAY,10,0,0,0,0,0,0,Transport: type 4,0.347160227,0.695714696,0.323311245,0.0536,,,,,0,0.1379,0.125,,0.0726,,0.0537,,,0.0546,,,,,0,0.1379,0.125,,0.0742,,0.0559,,,0.0541,,,,,0,0.1379,0.125,,0.0738,,0.0547,,,,block of flats,0.061,"Stone, brick",No,0,0,0,0,-1540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
104630,0,Cash loans,M,Y,Y,0,225000,135000,7020,135000,Family,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.018634,-22455,365243,-12356,-4638,3,1,0,0,1,0,0,,2,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,,0.57619714,0.651260219,0.0722,0.0692,0.9757,0.6668,0.3291,0,0.2414,0.1667,0.2083,0.0284,0.0588,0.0617,0,0,0.0735,0.0718,0.9757,0.6798,0.3321,0,0.2414,0.1667,0.2083,0.029,0.0643,0.0643,0,0,0.0729,0.0692,0.9757,0.6713,0.3312,0,0.2414,0.1667,0.2083,0.0289,0.0599,0.0628,0,0,reg oper spec account,block of flats,0.0666,Panel,No,12,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
104631,0,Cash loans,F,N,N,0,135000,835380,33129,675000,Family,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,0.018029,-20273,365243,-11949,-3738,,1,0,0,1,1,0,,2,3,3,THURSDAY,13,0,0,0,0,0,0,XNA,,0.163187035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104632,0,Cash loans,M,N,Y,1,157500,313438.5,21073.5,283500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.014464,-16910,-3249,-9496,-452,,1,1,0,1,0,0,Drivers,2,2,2,MONDAY,4,0,0,0,0,0,0,Security,0.377668405,0.606309779,0.502878277,0.1485,0.108,0.9816,0.7484,0,0.16,0.1379,0.3333,0.375,0.0531,0.121,0.1443,0.0193,0.0233,0.1513,0.1121,0.9816,0.7583,0,0.1611,0.1379,0.3333,0.375,0.0543,0.1322,0.1503,0.0195,0.0247,0.1499,0.108,0.9816,0.7518,0,0.16,0.1379,0.3333,0.375,0.054,0.1231,0.1469,0.0194,0.0238,reg oper account,block of flats,0.1185,Panel,No,0,0,0,0,-398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104633,0,Cash loans,M,Y,Y,0,180000,254700,30357,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12945,-1530,-6954,-812,11,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.566047372,,0.1186,0,0.9891,0.8504,0.0689,0,0.2069,0.1667,0.2083,0.1169,0.0967,0.1415,0,0,0.1208,0,0.9891,0.8563,0.0695,0,0.2069,0.1667,0.2083,0.1196,0.1056,0.1474,0,0,0.1197,0,0.9891,0.8524,0.0693,0,0.2069,0.1667,0.2083,0.119,0.0983,0.144,0,0,reg oper account,block of flats,0.149,"Stone, brick",No,2,0,2,0,-1449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104635,0,Cash loans,F,Y,Y,0,162000,553500,58122,553500,Family,Working,Higher education,Married,House / apartment,0.0105,-17654,-3572,-3899,-1190,3,1,1,0,1,0,0,Accountants,2,3,3,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.448858144,0.616121691,0.0825,0.0869,0.9876,0.83,0.0128,0,0.2069,0.1667,0.2083,0.1254,0.0672,0.0828,0,0,0.084,0.0902,0.9876,0.8367,0.013,0,0.2069,0.1667,0.2083,0.1283,0.0735,0.0863,0,0,0.0833,0.0869,0.9876,0.8323,0.0129,0,0.2069,0.1667,0.2083,0.1276,0.0684,0.0843,0,0,not specified,block of flats,0.0722,"Stone, brick",No,0,0,0,0,-53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104636,0,Revolving loans,F,Y,Y,1,81000,180000,9000,180000,Family,Working,Higher education,Married,House / apartment,0.010966,-13801,-4475,-473,-561,20,1,1,0,1,0,0,Managers,3,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.679488336,0.626304277,0.0835,0.0385,0.9876,0.83,0.025,0.08,0.0345,0.5417,0.5417,0.066,0.0681,0.0884,0,0.0011,0.0851,0.04,0.9876,0.8367,0.0252,0.0806,0.0345,0.5417,0.5417,0.0675,0.0744,0.0922,0,0.0011,0.0843,0.0385,0.9876,0.8323,0.0252,0.08,0.0345,0.5417,0.5417,0.0671,0.0693,0.09,0,0.0011,reg oper account,block of flats,0.0965,"Stone, brick",No,0,0,0,0,-2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
